Day,Month,Year,tasmax,tasmin,hursmax,hursmin,rss,pr,wss
1,1,2000,15.75,14.33,96.88,94.5,0.69,44.54,15.75
2,1,2000,16.73,13.66,97.62,89.88,1.52,62.77,15.38
3,1,2000,14.89,11.96,93.75,81.37,4.56,4.83,14.5
4,1,2000,14.2,6.89,96.5,72.25,6.04,0.7,8.0
5,1,2000,14.88,4.62,98.75,74.37,7.03,5.22,8.75
6,1,2000,12.45,6.31,98.25,72.25,6.34,11.92,7.88
7,1,2000,13.48,2.06,99.12,64.13,7.71,0.0,2.0
8,1,2000,12.45,1.12,99.5,66.5,7.8,0.0,3.5
9,1,2000,13.64,2.21,98.37,71.38,7.2,0.0,5.13
10,1,2000,15.3,8.25,99.75,80.5,4.66,10.73,7.0
11,1,2000,13.22,4.42,97.5,65.63,7.28,0.03,6.0
12,1,2000,15.51,4.64,97.87,70.5,7.09,1.48,5.0
13,1,2000,14.71,11.45,98.25,92.5,2.56,13.97,10.0
14,1,2000,12.52,5.47,96.63,70.75,7.2,0.57,7.63
15,1,2000,13.25,7.53,94.5,72.62,6.03,2.05,6.63
16,1,2000,13.17,6.94,97.12,85.75,3.26,5.87,8.0
17,1,2000,14.59,8.8,96.13,80.75,6.52,3.19,8.5
18,1,2000,14.54,6.09,98.12,64.0,7.92,0.09,4.0
19,1,2000,15.04,2.91,100.0,74.62,6.93,6.85,6.13
20,1,2000,15.51,5.34,100.0,65.25,8.87,1.09,1.88
21,1,2000,15.08,2.42,100.0,73.25,7.79,0.07,4.5
22,1,2000,16.2,8.11,99.37,78.37,6.11,0.85,10.0
23,1,2000,15.32,14.04,97.37,94.62,0.19,38.98,12.38
24,1,2000,14.96,11.62,97.37,70.0,0.97,49.94,12.75
25,1,2000,13.7,9.5,81.0,66.87,7.53,0.89,10.0
26,1,2000,12.67,2.57,96.38,39.37,9.72,0.0,2.63
27,1,2000,12.3,2.03,86.0,50.37,9.03,0.0,3.75
28,1,2000,13.65,0.75,97.5,69.0,5.03,1.71,7.25
29,1,2000,13.92,4.52,95.37,61.62,9.11,0.0,8.63
30,1,2000,14.65,2.1,98.12,68.0,9.8,0.0,8.5
31,1,2000,14.65,2.1,98.12,68.0,9.8,0.0,8.5
1,2,2000,15.33,2.16,98.62,69.5,10.26,0.0,6.5
2,2,2000,15.49,0.76,99.12,68.75,10.35,0.0,4.13
3,2,2000,15.67,0.05,100.0,71.25,10.34,0.01,4.5
4,2,2000,16.56,1.0,100.0,59.0,9.73,0.09,5.13
5,2,2000,17.04,0.84,100.0,52.38,10.89,0.02,5.75
6,2,2000,13.49,6.04,99.75,96.38,1.36,9.23,5.88
7,2,2000,12.91,3.93,96.88,67.25,9.49,0.49,6.63
8,2,2000,11.66,2.22,75.25,46.63,10.97,0.0,9.0
9,2,2000,9.09,2.63,80.62,64.13,3.83,0.09,13.38
10,2,2000,11.38,-1.19,90.87,42.75,11.59,0.0,8.0
11,2,2000,12.44,-3.19,99.62,51.12,11.64,0.0,7.25
12,2,2000,11.64,3.07,99.75,88.87,1.43,14.6,9.13
13,2,2000,11.04,7.49,98.87,95.5,0.99,8.5,7.0
14,2,2000,12.15,3.99,99.5,84.38,5.83,4.88,6.5
15,2,2000,14.46,4.71,100.0,69.75,9.05,0.2,5.63
16,2,2000,15.92,1.01,100.0,62.75,10.54,0.15,4.75
17,2,2000,12.08,4.36,99.87,92.25,2.25,1.97,7.13
18,2,2000,14.62,10.11,98.62,93.62,2.3,1.51,7.5
19,2,2000,16.99,10.98,98.25,79.37,6.43,0.74,8.5
20,2,2000,14.57,6.56,94.87,64.63,9.23,2.52,10.38
21,2,2000,13.54,5.28,97.37,59.5,10.08,0.44,5.25
22,2,2000,13.04,5.08,98.25,78.62,2.12,27.23,12.75
23,2,2000,14.3,10.17,93.37,70.75,10.49,1.98,11.88
24,2,2000,14.6,7.5,94.12,70.37,9.99,1.25,8.13
25,2,2000,16.36,9.18,96.25,67.0,9.01,0.37,8.75
26,2,2000,14.95,7.12,98.5,77.88,4.87,0.9,5.88
27,2,2000,14.05,12.64,96.25,90.0,1.96,2.45,7.88
28,2,2000,15.46,7.58,91.62,57.75,12.98,0.08,4.5
29,2,2000,16.44,5.07,98.5,57.5,11.84,0.01,5.25
1,3,2000,19.04,7.83,99.5,65.25,10.05,0.04,7.88
2,3,2000,16.57,6.8,99.37,78.62,8.26,5.91,5.0
3,3,2000,15.92,2.4,100.0,53.25,13.24,0.06,5.25
4,3,2000,15.6,5.62,97.62,51.75,14.55,0.9,2.88
5,3,2000,16.14,2.25,98.37,51.63,15.22,0.0,3.5
6,3,2000,18.29,5.26,98.87,49.88,15.48,0.0,7.63
7,3,2000,20.56,6.37,95.12,56.5,15.73,0.0,8.88
8,3,2000,21.9,7.34,96.13,59.25,15.96,0.0,9.38
9,3,2000,22.17,7.98,95.87,58.13,16.16,0.0,8.75
10,3,2000,22.22,10.74,83.88,54.75,16.0,0.0,7.5
11,3,2000,21.42,10.99,77.75,45.75,16.45,0.0,7.63
12,3,2000,22.16,8.86,99.87,50.87,16.38,0.0,3.63
13,3,2000,18.91,8.4,100.0,41.37,16.71,0.03,9.38
14,3,2000,14.65,6.22,69.75,33.75,13.19,0.0,13.38
15,3,2000,14.64,4.54,86.5,37.75,16.96,0.0,12.38
16,3,2000,15.61,4.28,93.25,52.75,16.92,0.02,9.63
17,3,2000,12.93,1.05,79.5,34.87,17.92,0.0,8.38
18,3,2000,15.57,0.62,95.87,41.12,17.73,0.0,8.13
19,3,2000,17.83,2.05,100.0,45.87,17.43,0.0,7.63
20,3,2000,19.17,2.51,100.0,49.5,17.21,0.02,8.25
21,3,2000,16.0,6.08,96.38,52.88,15.09,0.35,8.25
22,3,2000,11.91,5.61,88.62,53.75,14.41,1.99,8.13
23,3,2000,13.78,3.61,99.25,60.87,10.46,5.47,7.0
24,3,2000,15.73,3.33,97.0,43.75,17.63,0.04,7.5
25,3,2000,17.2,6.08,97.62,73.25,10.42,0.99,6.38
26,3,2000,16.03,5.89,99.37,61.12,8.66,0.78,7.0
27,3,2000,13.9,6.03,95.12,52.0,14.4,1.22,7.75
28,3,2000,15.3,5.55,84.13,46.25,19.31,0.0,8.63
29,3,2000,14.81,4.36,78.5,49.63,18.94,0.08,9.63
30,3,2000,14.0,2.91,75.12,43.25,17.69,0.25,10.13
31,3,2000,14.0,2.91,75.12,43.25,17.69,0.25,10.13
1,4,2000,14.73,1.63,88.87,36.12,20.28,0.0,7.88
2,4,2000,16.76,1.24,89.88,36.88,20.14,0.0,3.38
3,4,2000,19.53,4.15,93.0,44.5,19.73,0.0,4.38
4,4,2000,20.4,7.83,92.87,44.12,19.97,0.0,7.75
5,4,2000,22.94,5.4,98.0,46.88,19.95,0.0,7.75
6,4,2000,21.97,11.44,98.0,54.5,18.81,0.0,8.5
7,4,2000,20.33,9.84,98.0,48.75,20.38,0.0,10.5
8,4,2000,20.68,8.45,84.25,39.25,20.71,0.0,12.38
9,4,2000,19.31,7.95,85.0,45.25,20.76,0.0,11.13
10,4,2000,18.61,6.4,80.75,31.87,21.02,0.0,10.5
11,4,2000,19.38,5.54,84.87,36.62,20.99,0.0,9.38
12,4,2000,22.13,4.25,93.37,33.12,21.32,0.0,8.0
13,4,2000,24.77,6.73,98.12,34.5,21.37,0.0,7.63
14,4,2000,25.64,7.02,100.0,40.63,19.76,0.01,10.0
15,4,2000,28.38,9.75,83.75,33.37,21.36,0.0,10.0
16,4,2000,28.66,12.77,83.12,25.5,21.6,0.0,10.0
17,4,2000,28.04,12.95,83.5,30.25,21.69,0.0,9.5
18,4,2000,26.13,12.66,89.88,43.25,20.06,0.29,8.63
19,4,2000,25.19,13.72,97.0,64.0,10.73,7.27,10.0
20,4,2000,27.89,13.75,96.75,50.25,18.4,12.84,11.88
21,4,2000,23.0,11.85,97.37,51.88,10.22,0.03,10.88
22,4,2000,24.88,10.46,91.0,42.0,22.07,0.0,10.5
23,4,2000,23.35,10.34,91.75,41.0,22.65,0.0,10.75
24,4,2000,23.02,9.27,70.25,24.12,23.15,0.0,10.0
25,4,2000,24.29,5.64,73.0,31.0,22.97,0.0,6.63
26,4,2000,20.25,9.8,97.87,61.87,18.35,5.02,4.25
27,4,2000,25.07,9.06,98.0,34.75,23.16,0.02,4.88
28,4,2000,28.15,10.69,88.87,32.0,22.25,0.0,5.0
29,4,2000,28.29,13.96,85.5,36.0,15.03,0.14,7.38
30,4,2000,30.52,16.76,80.5,29.75,22.25,1.42,9.0
1,5,2000,29.84,17.67,65.25,27.88,19.98,0.0,6.25
2,5,2000,27.92,17.23,76.25,32.87,19.94,1.47,4.63
3,5,2000,21.64,13.81,97.62,42.25,8.09,10.11,5.0
4,5,2000,19.85,13.41,98.0,76.0,6.73,22.73,7.13
5,5,2000,17.5,13.66,99.37,91.87,6.39,19.81,7.75
6,5,2000,18.61,12.86,97.87,83.5,10.59,12.25,6.25
7,5,2000,17.94,10.0,96.88,62.75,17.54,3.35,4.5
8,5,2000,21.61,8.28,98.75,53.25,21.3,0.18,4.63
9,5,2000,22.89,9.53,100.0,57.5,20.57,0.03,3.0
10,5,2000,25.93,10.05,100.0,45.25,22.6,0.03,1.75
11,5,2000,30.3,12.47,98.62,38.25,23.83,0.0,2.75
12,5,2000,27.36,14.32,100.0,50.37,19.91,0.07,6.88
13,5,2000,24.16,14.07,81.0,37.62,22.03,0.06,9.25
14,5,2000,30.98,13.23,94.5,32.25,24.54,0.0,3.88
15,5,2000,24.15,15.43,100.0,65.13,9.16,0.29,3.0
16,5,2000,23.42,12.64,100.0,48.62,23.2,0.42,2.5
17,5,2000,19.99,10.26,99.12,67.75,16.57,5.84,4.75
18,5,2000,18.79,8.72,98.75,63.75,18.64,2.81,5.75
19,5,2000,20.13,11.91,99.25,70.25,16.8,6.53,6.75
20,5,2000,19.59,9.84,100.0,68.12,17.54,6.03,6.75
21,5,2000,22.61,8.39,100.0,45.0,19.78,0.67,7.38
22,5,2000,25.22,10.35,98.0,43.38,24.8,0.0,3.88
23,5,2000,23.43,10.68,99.37,46.63,19.57,0.11,4.5
24,5,2000,23.21,12.11,91.12,37.87,25.28,0.03,5.75
25,5,2000,23.23,9.81,96.63,33.63,25.6,0.0,6.0
26,5,2000,22.6,10.11,87.75,36.75,25.23,0.0,4.5
27,5,2000,24.82,9.23,88.5,28.13,25.81,0.0,3.75
28,5,2000,26.73,9.43,77.38,24.62,25.6,0.0,2.13
29,5,2000,26.01,8.75,97.75,35.62,25.29,0.0,6.38
30,5,2000,23.39,11.68,98.87,33.75,25.78,0.0,5.0
31,5,2000,23.39,11.68,98.87,33.75,25.78,0.0,5.0
1,6,2000,25.87,8.13,98.37,35.87,25.2,0.0,2.5
2,6,2000,26.45,9.38,99.37,34.25,25.24,0.0,5.5
3,6,2000,23.89,9.72,99.87,34.62,21.05,0.37,9.0
4,6,2000,23.5,8.73,99.12,38.5,24.42,0.37,11.88
5,6,2000,29.19,12.85,95.25,23.87,25.75,0.0,12.25
6,6,2000,32.65,16.43,47.37,14.25,25.73,0.0,12.75
7,6,2000,35.98,18.6,47.12,11.75,25.88,0.0,12.0
8,6,2000,36.4,16.68,65.38,16.37,25.58,0.0,9.75
9,6,2000,31.74,17.36,67.87,21.63,23.45,0.0,6.5
10,6,2000,33.36,16.0,76.5,28.62,25.12,0.01,6.88
11,6,2000,35.16,17.96,83.0,25.0,25.23,0.0,10.38
12,6,2000,33.83,17.06,79.37,21.12,25.74,0.0,10.5
13,6,2000,30.67,13.22,97.62,28.5,25.9,0.0,7.5
14,6,2000,29.14,14.18,97.87,27.12,20.39,0.34,5.13
15,6,2000,30.17,11.71,98.25,25.62,25.63,0.0,5.25
16,6,2000,28.4,12.54,96.75,28.75,26.3,0.0,6.88
17,6,2000,29.04,13.57,98.5,31.0,23.98,0.04,7.13
18,6,2000,30.02,12.37,98.5,28.25,25.14,0.0,5.75
19,6,2000,24.87,13.3,99.0,53.62,13.52,0.18,7.63
20,6,2000,25.34,15.0,90.87,48.25,15.14,0.77,9.38
21,6,2000,28.27,13.48,93.75,31.0,25.7,0.0,8.38
22,6,2000,31.55,15.56,90.25,33.0,24.22,1.08,8.88
23,6,2000,29.94,15.65,94.87,38.37,20.26,3.42,7.88
24,6,2000,27.99,16.32,94.75,49.25,20.65,3.47,9.5
25,6,2000,17.94,15.29,99.25,94.25,2.16,9.29,8.88
26,6,2000,21.64,15.93,99.62,79.37,9.07,12.15,9.0
27,6,2000,21.13,13.89,99.62,65.0,5.26,0.86,5.38
28,6,2000,26.21,10.72,99.5,40.63,25.3,0.0,6.25
29,6,2000,23.84,15.59,98.5,62.75,11.69,4.73,6.25
30,6,2000,25.71,15.17,98.62,51.0,19.29,3.6,6.38
1,7,2000,26.3,13.16,98.5,44.87,25.22,0.0,8.13
2,7,2000,31.71,15.38,88.5,31.87,25.34,0.0,9.88
3,7,2000,34.37,18.89,69.12,27.75,25.28,0.0,10.13
4,7,2000,34.18,17.25,87.87,26.62,25.6,0.0,8.5
5,7,2000,30.32,16.03,79.37,35.25,25.36,0.0,8.38
6,7,2000,32.06,16.88,86.37,29.75,25.42,0.0,7.88
7,7,2000,28.88,16.07,92.5,40.13,25.26,0.0,7.5
8,7,2000,28.0,14.47,94.37,32.5,24.66,0.01,5.5
9,7,2000,28.03,14.46,88.0,29.75,25.36,0.0,4.13
10,7,2000,31.33,14.97,88.5,28.5,25.2,0.0,3.5
11,7,2000,31.53,16.59,85.62,29.5,25.19,0.0,3.0
12,7,2000,31.16,14.5,97.37,31.25,25.18,0.0,5.38
13,7,2000,31.76,15.07,97.75,31.62,24.96,0.01,6.0
14,7,2000,27.05,15.53,96.88,43.0,22.32,0.25,5.5
15,7,2000,29.56,14.42,94.12,34.75,24.86,0.0,4.75
16,7,2000,32.02,16.47,98.0,33.12,22.56,0.05,5.75
17,7,2000,28.9,15.28,98.0,35.25,23.32,0.02,7.88
18,7,2000,30.58,13.93,97.75,25.62,24.96,0.0,9.13
19,7,2000,36.27,17.86,51.0,10.75,25.21,0.0,9.0
20,7,2000,35.91,17.51,78.37,17.0,24.82,0.0,7.13
21,7,2000,31.47,16.62,92.62,33.37,24.32,0.0,5.38
22,7,2000,29.35,16.31,98.75,34.25,22.38,0.05,5.25
23,7,2000,29.68,15.22,98.25,34.75,22.77,0.02,6.0
24,7,2000,29.34,15.02,97.5,36.0,24.16,0.0,6.38
25,7,2000,30.53,14.99,98.12,28.37,23.89,0.0,8.38
26,7,2000,40.73,16.85,68.5,13.0,24.28,0.66,9.38
27,7,2000,37.05,17.81,87.87,24.62,23.66,0.11,7.13
28,7,2000,31.88,15.83,96.5,30.5,23.91,0.0,5.5
29,7,2000,29.75,17.05,97.25,36.12,21.43,0.03,6.5
30,7,2000,37.09,17.23,73.5,15.0,24.16,0.0,7.13
31,7,2000,37.09,17.23,73.5,15.0,24.16,0.0,7.13
1,8,2000,38.37,17.94,67.0,14.37,23.94,0.0,6.88
2,8,2000,33.07,15.53,95.5,26.87,24.13,0.0,5.75
3,8,2000,29.74,15.81,97.12,33.75,16.76,0.31,6.0
4,8,2000,30.85,15.54,95.62,29.25,22.45,0.01,6.63
5,8,2000,35.55,16.31,86.0,16.37,23.63,0.0,8.13
6,8,2000,37.27,17.21,60.12,12.75,23.66,0.0,9.75
7,8,2000,39.01,18.77,75.37,11.87,23.45,0.0,10.0
8,8,2000,34.57,18.43,79.62,16.5,23.56,0.0,10.38
9,8,2000,33.39,18.54,52.0,13.12,23.43,0.0,11.0
10,8,2000,34.79,17.52,42.0,12.37,23.41,0.0,11.13
11,8,2000,37.68,18.77,41.62,10.25,23.12,0.0,9.63
12,8,2000,39.84,20.42,37.0,10.37,22.94,0.0,7.88
13,8,2000,40.41,18.84,46.0,11.87,22.69,0.0,6.5
14,8,2000,38.96,18.95,51.25,13.5,22.4,0.0,6.5
15,8,2000,37.94,22.05,64.0,18.87,19.35,0.0,6.5
16,8,2000,31.21,16.95,88.62,26.37,22.3,0.0,5.0
17,8,2000,30.76,14.8,97.87,25.37,22.2,0.0,2.63
18,8,2000,31.58,14.91,97.12,34.38,21.61,0.0,3.13
19,8,2000,29.66,14.62,98.5,29.25,21.87,0.0,3.88
20,8,2000,27.99,13.69,99.0,30.25,20.88,0.0,4.75
21,8,2000,29.25,13.27,97.75,29.0,21.58,0.0,4.5
22,8,2000,28.27,14.54,96.63,32.0,21.25,0.0,5.5
23,8,2000,28.63,12.68,97.0,26.62,21.59,0.0,5.0
24,8,2000,31.15,13.2,89.0,22.5,21.19,0.0,3.0
25,8,2000,34.78,16.79,97.37,25.62,20.78,0.0,2.5
26,8,2000,37.25,17.2,72.75,15.75,21.17,0.0,1.38
27,8,2000,37.83,15.21,87.87,14.0,20.96,0.01,3.25
28,8,2000,30.73,18.98,77.63,37.0,13.37,0.15,6.88
29,8,2000,32.93,16.56,80.5,19.75,21.06,0.0,9.0
30,8,2000,33.7,14.67,97.12,22.0,20.93,0.0,7.63
31,8,2000,33.7,14.67,97.12,22.0,20.93,0.0,7.63
1,9,2000,35.22,13.95,96.5,19.0,20.74,0.0,7.0
2,9,2000,36.03,15.03,81.75,16.12,19.89,0.0,7.5
3,9,2000,31.56,15.97,83.5,24.62,20.29,0.0,8.13
4,9,2000,28.07,15.1,97.0,30.75,20.33,0.0,9.0
5,9,2000,29.45,14.43,73.5,27.25,20.0,0.0,6.5
6,9,2000,29.06,14.6,91.25,25.37,17.25,0.0,2.25
7,9,2000,30.37,13.2,96.5,37.87,18.65,0.0,4.13
8,9,2000,31.22,18.4,99.25,40.13,15.37,0.09,2.88
9,9,2000,32.63,16.34,89.88,23.87,18.6,0.0,2.88
10,9,2000,29.78,15.4,90.87,26.87,13.34,0.02,2.63
11,9,2000,29.17,16.54,97.87,26.37,18.93,0.0,6.25
12,9,2000,35.03,13.94,83.25,18.75,18.87,0.0,8.5
13,9,2000,36.77,15.19,68.5,15.12,18.45,0.0,9.5
14,9,2000,38.4,18.0,59.5,20.87,18.17,0.0,9.63
15,9,2000,36.88,22.61,74.25,26.5,17.09,0.71,9.13
16,9,2000,36.71,18.3,91.12,21.25,17.88,0.0,8.13
17,9,2000,37.1,19.67,75.37,19.12,17.69,0.0,8.0
18,9,2000,37.85,20.34,82.0,16.88,17.37,0.0,7.75
19,9,2000,39.28,22.94,45.75,14.87,17.37,0.0,6.88
20,9,2000,35.84,20.36,96.13,26.87,16.4,0.9,6.88
21,9,2000,28.35,18.02,99.25,44.87,11.38,0.22,4.5
22,9,2000,27.76,16.65,98.62,48.75,11.06,0.22,4.88
23,9,2000,30.14,17.15,98.62,39.5,12.18,0.21,5.25
24,9,2000,31.49,14.45,91.5,29.25,16.59,0.02,3.25
25,9,2000,28.7,13.84,100.0,35.75,16.03,0.01,2.5
26,9,2000,26.23,14.95,98.37,40.38,10.04,0.37,3.88
27,9,2000,29.57,11.61,99.37,36.37,16.04,0.0,5.5
28,9,2000,34.72,15.9,73.75,18.0,16.2,0.0,6.88
29,9,2000,34.87,19.42,100.0,26.87,15.39,3.01,4.75
30,9,2000,33.52,18.22,100.0,27.5,15.44,0.02,3.75
1,10,2000,32.25,17.56,88.37,25.12,15.49,0.0,3.38
2,10,2000,32.51,17.59,85.75,17.5,15.3,0.0,2.75
3,10,2000,30.77,16.51,86.25,29.5,14.51,0.75,5.5
4,10,2000,26.64,17.43,94.0,45.62,9.65,1.54,11.88
5,10,2000,31.98,15.28,83.12,12.5,14.82,0.0,13.13
6,10,2000,31.0,15.92,46.25,15.38,15.0,0.0,12.13
7,10,2000,31.65,16.6,54.12,16.37,14.73,0.0,10.38
8,10,2000,31.49,13.94,58.75,18.75,13.56,0.0,9.38
9,10,2000,31.49,18.46,76.62,30.63,14.04,0.0,9.63
10,10,2000,32.64,16.19,62.87,9.38,14.42,0.0,8.13
11,10,2000,33.52,12.09,46.88,9.5,14.44,0.0,8.5
12,10,2000,32.77,14.56,41.12,12.37,14.18,0.0,7.63
13,10,2000,32.04,9.05,82.25,15.5,14.03,0.0,7.38
14,10,2000,28.97,8.87,100.0,25.0,12.93,0.02,6.88
15,10,2000,28.6,13.32,98.12,28.5,11.38,0.0,6.25
16,10,2000,30.57,11.97,97.37,24.0,13.15,0.11,5.0
17,10,2000,29.9,14.84,84.25,28.62,12.36,0.18,3.38
18,10,2000,29.04,13.79,92.25,26.0,10.78,0.65,2.75
19,10,2000,26.41,14.94,99.5,45.62,9.27,2.57,2.63
20,10,2000,23.92,14.32,99.0,49.88,9.08,0.4,4.38
21,10,2000,24.43,11.94,100.0,51.5,8.49,0.63,6.38
22,10,2000,22.89,13.96,98.62,51.63,10.75,6.67,5.5
23,10,2000,23.01,11.1,99.37,37.62,12.14,0.0,4.75
24,10,2000,24.83,7.24,99.62,30.75,11.78,0.01,11.63
25,10,2000,19.09,14.65,99.25,70.25,2.87,21.26,9.5
26,10,2000,20.1,13.54,100.0,58.25,7.77,0.04,7.0
27,10,2000,21.81,10.49,99.0,50.62,11.47,0.37,8.63
28,10,2000,20.84,14.68,95.12,68.25,7.65,2.02,10.0
29,10,2000,21.0,15.35,91.25,61.37,6.54,2.11,9.13
30,10,2000,17.2,15.8,98.5,80.5,0.51,32.85,5.38
31,10,2000,17.2,15.8,98.5,80.5,0.51,32.85,5.38
1,11,2000,16.07,12.56,99.62,93.5,1.44,6.93,7.25
2,11,2000,18.4,9.35,100.0,71.75,8.33,5.87,10.25
3,11,2000,19.84,9.99,99.5,62.75,10.78,0.26,5.0
4,11,2000,17.08,8.22,100.0,82.0,4.79,0.08,9.38
5,11,2000,15.39,10.3,100.0,93.12,1.72,2.31,5.5
6,11,2000,17.51,7.43,99.75,69.37,8.65,0.01,3.63
7,11,2000,15.76,6.77,100.0,80.5,3.09,11.47,8.0
8,11,2000,16.47,8.29,98.87,81.87,8.03,1.87,6.25
9,11,2000,16.52,4.61,100.0,72.0,7.54,0.06,8.13
10,11,2000,15.75,11.5,99.75,84.62,0.85,10.15,4.0
11,11,2000,17.97,12.89,100.0,87.87,5.02,0.1,6.13
12,11,2000,19.16,13.0,100.0,90.75,4.57,21.32,9.25
13,11,2000,14.65,10.32,96.63,75.5,7.6,3.14,10.5
14,11,2000,16.54,7.71,95.37,71.5,4.8,2.48,7.25
15,11,2000,19.22,15.89,97.12,77.13,5.61,6.63,11.63
16,11,2000,16.75,12.33,97.0,67.25,5.6,8.93,14.75
17,11,2000,15.51,10.5,88.62,70.25,8.91,2.29,13.88
18,11,2000,13.95,11.13,98.75,87.75,1.27,2.54,12.88
19,11,2000,16.1,9.37,98.75,64.63,7.77,1.05,6.13
20,11,2000,17.19,8.61,99.0,89.63,0.23,28.31,13.5
21,11,2000,17.76,13.61,98.62,94.75,1.52,21.36,10.13
22,11,2000,16.18,9.64,99.37,81.62,7.57,0.97,9.0
23,11,2000,14.86,9.81,98.25,83.5,6.26,9.21,11.75
24,11,2000,15.83,8.19,97.37,71.13,6.13,14.32,11.38
25,11,2000,18.07,13.25,99.12,88.75,5.96,2.13,9.75
26,11,2000,15.05,10.71,97.25,83.0,4.05,9.82,12.63
27,11,2000,16.03,10.05,98.0,74.37,6.16,10.43,10.75
28,11,2000,19.11,13.77,99.12,96.63,1.47,21.75,10.38
29,11,2000,18.87,15.38,99.12,96.63,1.1,9.27,6.88
30,11,2000,15.23,11.74,100.0,95.5,0.51,13.83,2.5
1,12,2000,15.13,9.58,99.25,86.5,5.66,1.58,7.38
2,12,2000,15.31,7.61,96.75,65.75,7.33,0.02,3.88
3,12,2000,16.77,7.68,99.37,75.37,6.66,0.0,4.38
4,12,2000,15.45,6.69,100.0,85.37,3.59,0.35,3.0
5,12,2000,15.88,14.35,98.5,94.5,0.92,1.3,2.63
6,12,2000,15.27,13.43,95.37,89.5,2.07,0.82,4.38
7,12,2000,16.56,11.71,97.25,91.75,1.89,0.63,3.13
8,12,2000,14.93,6.56,96.5,66.37,7.81,0.0,6.0
9,12,2000,13.83,3.61,98.25,69.5,6.09,0.0,4.75
10,12,2000,14.67,4.96,99.25,78.13,5.36,0.0,3.25
11,12,2000,17.32,8.38,99.75,80.75,6.26,0.02,4.25
12,12,2000,14.62,4.02,99.25,71.25,7.56,0.0,5.75
13,12,2000,13.51,1.99,100.0,72.5,6.75,0.04,6.25
14,12,2000,16.43,4.96,99.25,82.12,5.51,3.86,5.63
15,12,2000,15.57,7.49,98.75,75.0,6.69,5.62,3.75
16,12,2000,14.91,6.03,99.5,85.37,3.6,0.42,6.0
17,12,2000,15.62,13.22,98.62,89.25,2.33,2.15,7.13
18,12,2000,15.86,12.34,98.75,83.12,3.29,8.72,6.5
19,12,2000,17.06,14.11,98.12,80.62,5.04,2.95,7.63
20,12,2000,16.2,13.01,98.12,94.12,0.23,13.2,7.25
21,12,2000,14.75,9.6,94.5,67.5,6.26,0.12,4.13
22,12,2000,14.4,5.37,98.12,64.38,6.77,0.01,5.13
23,12,2000,14.24,3.2,99.75,72.37,6.79,0.0,7.63
24,12,2000,15.82,4.26,99.25,75.75,7.46,0.0,7.0
25,12,2000,14.48,6.01,99.25,80.0,3.74,0.11,6.63
26,12,2000,14.26,6.65,98.62,75.75,6.5,0.55,9.88
27,12,2000,12.65,2.64,99.87,74.62,6.17,0.87,9.13
28,12,2000,12.0,1.2,100.0,78.5,6.28,0.48,9.5
29,12,2000,14.08,4.54,98.37,94.87,1.25,12.97,10.63
30,12,2000,14.97,10.75,95.87,72.62,5.02,7.97,11.75
31,12,2000,14.97,10.75,95.87,72.62,5.02,7.97,11.75
1,1,2001,13.23,9.08,84.75,66.75,5.68,0.39,9.5
2,1,2001,13.79,7.79,98.25,71.88,6.35,0.48,6.38
3,1,2001,15.63,8.49,98.25,96.38,0.68,19.51,8.5
4,1,2001,15.86,13.48,98.12,93.0,2.06,13.74,8.63
5,1,2001,14.78,9.28,97.5,85.75,5.71,5.7,6.0
6,1,2001,14.85,13.31,96.13,88.5,1.5,5.84,7.63
7,1,2001,15.81,14.21,97.87,92.87,0.56,3.47,7.5
8,1,2001,15.64,10.89,100.0,95.12,1.4,1.02,6.5
9,1,2001,15.29,11.18,100.0,92.37,2.83,0.44,6.0
10,1,2001,15.02,6.22,98.5,65.38,7.7,0.36,3.75
11,1,2001,13.37,6.86,98.62,91.25,0.55,10.89,8.38
12,1,2001,10.7,8.57,99.12,94.87,0.33,12.25,12.88
13,1,2001,14.48,8.74,98.5,91.62,3.43,6.5,8.63
14,1,2001,14.57,9.53,96.0,90.63,2.96,0.99,9.25
15,1,2001,12.92,7.45,95.75,79.5,5.86,2.04,12.25
16,1,2001,13.19,7.34,83.75,68.5,7.0,0.43,6.75
17,1,2001,15.03,8.34,99.5,80.5,3.71,13.48,13.13
18,1,2001,16.31,11.24,99.25,93.12,0.7,13.96,12.25
19,1,2001,15.58,11.21,95.25,90.0,4.38,13.32,14.25
20,1,2001,12.67,8.7,93.62,79.25,6.98,1.62,14.5
21,1,2001,12.73,8.63,84.13,65.38,8.46,0.77,10.5
